id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
672,5be8ff29-ac41-441f-8471-a63c973d99e3,2026-07-11 21:19:43.608,deny,"A monochrome album cover features stylized text reading ""DEMONIZED"" at the top above layered square frames; within them, a hooded figure leans over a distorted face with tooth-like shapes.",1,,,Black and white image with square frame in which a hooded abstract figure leans over a distorted face with tooth-like shapes.,0,"The hooded figure leans over a lower shape with jagged, tooth-like protrusions whose exact identity (e.g., a mouth, a cave, or an abstract form) cannot be confidently determined.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible person misidentification""]"
679,b632c6bd-f340-4c26-80cf-44e2a981f661,2026-07-11 21:41:12.11,deny,"Dark purple background features a central pink circular design with black line and dot patterns. Red text reads ""CHAD TAYLOR TRIO"" at top, light purple ""featuring Brian Settles & Neil Podgurski"", and red ""THE REEL"" at bottom.",1,,,Dark purple background; abstract central pink circular design with black line and dot patterns. Album artist names up and down.,0,"The circular design combines fine dot-work and linework in a mandala-like pattern with no representational subject, so only its general shape, symmetry, and color can be confidently described.","[""highly abstract artwork"", ""possible symbolic interpretation""]"
683,80e388bd-c5a1-431c-9a83-9b33278ecd3e,2026-07-11 21:48:37.851,deny,"Orange background with large, zebra-striped red floral shapes outlined in white dots. A purple circular badge in top-left contains ""FIND YOUR FLAME"" and ""NUBIYAN TWIST"" in white sans-serif text.",1,,,"Orange background; abstract large, zebra-striped red floral shapes outlined in white dots. Top left circle has album artist name.",0,"The large floral shapes are patterned with fine zebra-like striping, but whether they depict a specific flower species or a purely decorative abstract motif cannot be confidently determined.","[""ambiguous main visual element"", ""highly abstract artwork""]"
686,c5c282a7-0172-4ebc-9942-b955ed90d975,2026-07-11 21:56:38.218,deny,"Album cover features a dense collage of layered posters and stickers in blue, white, and brown tones. Top text reads ""MAZZARELLA / HÅKER FLATEN / RA"" in white; bottom states ""WHAT YOU SEEK IS SEEKING YOU"" in blue uppercase letters.",1,,,"Dense collage frame of layered posters and stickers in blue, white, and brown tones, on black background with text around.",0,"The heavily layered and torn posters obscure most individual text fragments and images beneath newer layers, making it impossible to confidently identify any single poster's original content.","[""bad image quality"", ""complex image with mixed media""]"
688,f3d76437-693c-484c-8b19-11a8f0d8e0ac,2026-07-11 22:02:55.94,deny,"Monochrome hand-drawn collage featuring dense abstract lines, geometric shapes, scattered handwritten text, and a stylized eye illustration; prominently displays ""asher gamedze"" and ""turbulence and pulse"" in casual script.",1,,,"Black and white hand-drawn collage like a map, with dense abstract lines, geometric shapes, scattered handwritten text.",0,The map-like drawing contains scattered handwritten text fragments throughout the composition that are too small and stylized to confidently transcribe.,"[""cannot read text confidently"", ""complex image with mixed media"", ""highly abstract artwork"", ""unclear visual focus""]"
691,d7b148fa-6922-40d7-92da-6ca4dfb60485,2026-07-11 22:10:37.395,deny,"Album cover features a dense black-and-white photo collage of people in musical poses (playing instruments, singing into microphones). Bold red ""BUSH TETRAS"" text appears top-left; central pink bands display white title text: ""RHYTHM AND PARANOIA: THE BEST OF BUSH TETRAS"".",1,,,"Black-and-white dense collage lots of people's photo in musical poses (playing instruments, singing into microphones etc).",0,"The collage layers dozens of small, overlapping photographs of people performing, making it impossible to confidently count or individually identify each person depicted.","[""complex image with mixed media"", ""possible person misidentification"", ""unclear visual focus""]"
695,2801aa48-89be-45fb-9892-6cc87c58ae68,2026-07-11 22:22:59.333,deny,"Bold ""SCIVIC RIVERS"" in yellow-gold lettering appears at the top against a vivid red sky; below are dark tree silhouettes and angular building structures with faint streetlights visible beneath.",1,,,"Vivid red sky, below which is a angular blur on a road with car headlights on, streetlights, and big trees.",0,"The dark angular shapes overlaid across the lower portion of the image could represent architectural silhouettes, roadway markings, or an abstract graphic overlay; their exact nature cannot be confidently determined.","[""ambiguous main visual element"", ""bad image quality"", ""unclear visual focus""]"
697,6663ef01-8d1a-4eba-a1e9-a1c973808c51,2026-07-11 22:29:19.744,deny,"Collage-style album cover with pink background featuring blue coastal rock formations surrounding a headless classical statue topped with coral branches; white text ""QUIVERS"" top right, ""Oyster Cuts"" below.",1,,,"Pink background with collage of a headless classical statue topped with coral branches, 3 other parts with textured shapes.",0,"The headless classical statue is topped with coral-like branches in place of its head, and the three surrounding fragments show abstract textured surfaces whose exact material or origin cannot be confidently identified.","[""ambiguous main visual element"", ""bad image quality"", ""complex image with mixed media"", ""highly abstract artwork""]"
703,6c382b7a-a792-482c-9bd7-3f4e4482770e,2026-07-11 22:53:03.358,deny,"Black-and-white album cover with a central Polaroid-style photo of a person in dark clothing. Handwritten text below reads ""JAY JAY JOHANSON FETISH,"" surrounded by roses and stacked papers.",1,,,"Black-and-white with a central Polaroid-style photo of an old man in dark clothing, roses and stacked papers around photo.",0,"While the central Polaroid photo of the man is clear, the small clustered paperclips and stacked papers surrounding it are too indistinct to confidently identify their exact content or purpose.","[""ambiguous main visual element"", ""unclear visual focus""]"
708,14855431-44bf-4fbe-818b-2671ebac1092,2026-07-11 23:19:45.511,deny,"Abstract album cover featuring bold geometric shapes and flowing lines in bright red, blue, green, orange, and white against a dark background; ""ALIEN NOSEJOB"" arched top text and ""PAINT IT CLEAR"" below in matching style.",1,,,"Abstract image with bold geometric shapes and flowing lines in bright red, blue, green, orange, and white on a dark background.",0,"The composition consists purely of abstract geometric shapes and flowing lines with no representational subject, so beyond describing the shapes and vivid color palette, no further confident interpretation is possible.","[""highly abstract artwork""]"
710,07c36e4b-1866-401c-b74f-dd0d6ce0c9f5,2026-07-11 23:23:42.079,deny,"Collage album cover featuring large stylized purple eye, cutout figures of people, and block-letter text: ""ORGANOS,"" ""SECOND SIGHT,"" ""NO ONE MIND,"" and ""WATCHING THE WORLD (FALL OUT OF LOVE)"" on a beige background.",1,,,"Abstract collage on beige background with 2 large stylized purple eye, cutout figures of people, and block-letter text.",0,"The collage overlays two large stylized eye graphics onto cutout photographs of two people, making it difficult to confidently determine the relationship between the eyes and the human figures or whether the eyes belong to either person.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible person misidentification""]"
711,d1c8f239-9292-4a82-aeaa-ce3c56f88589,2026-07-11 23:26:26.39,deny,"Surreal digital artwork featuring a bubble-shaped circle with iridescent purple and green gradients. A tall pink draped figure stands beside a dark blue sphere; ""EXECUTIONERS MASK"" appears in white stylized text at the top.",1,,,Abstract art with a bubble-shaped circle with purple green gradients; a tall pink draped figure stands beside a dark blue sphere.,0,"The tall pink draped figure's face and form are fully concealed by fabric, making it impossible to confidently determine whether it depicts a person, a statue, or another entity.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible person misidentification""]"
712,793916da-1316-4950-8fc7-0f739d157c19,2026-07-11 23:34:46.76,deny,"A tattooed person in a cap holds a large firearm while seated cross-legged on wood in a monochrome photo with dark, smoky background.",1,,,"A woman with a tattoo-like shirt, holds a handgun, seats cross-legged on wood in a monochrome photo with dark smoky background.",0,"The smoky, low-contrast lighting obscures fine detail on the woman's tattoo-like clothing and the object she is holding, though it appears to resemble a handgun, which may warrant additional human review.","[""ambiguous main visual element"", ""bad image quality"", ""sensitive or indecent content"", ""unclear visual focus""]"
